Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt
[M/d/yyyy h:mm:ss tt],[],[],[hh:mm:ss.ttt],[hh:mm:ss.ttt],[],[],[],[V],[A],[C],[Ah],[Wh],[Cnt]
10/16/2019 6:58:20 PM,39,DCH,56:42.6,58:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.6144,-2.4972,25.008,-2.4228,-7.7163,0
10/16/2019 6:58:30 PM,39,DCH,56:52.6,58:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.5837,-2.4998,25.2218,-2.4297,-7.7343,0
10/16/2019 6:58:40 PM,39,DCH,57:02.6,58:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.5506,-2.4998,25.1149,-2.4367,-7.7521,0
10/16/2019 6:58:50 PM,39,DCH,57:12.6,58:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.5147,-2.4998,25.2218,-2.4436,-7.7697,0
10/16/2019 6:58:54 PM,39,DCH,57:16.5,58:43.9,0,0,A123_2p5Ah_ageing_90k_case,2.4999,-2.4998,25.2218,-2.4463,-7.7765,0
10/16/2019 6:58:54 PM,40,PAU,57:16.5,00:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.5014,0,25.2218,-2.4464,-7.7767,0
10/16/2019 6:59:04 PM,41,PAU,57:26.5,00:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.6341,0,25.2218,-2.4464,-7.7767,0
10/16/2019 6:59:14 PM,41,PAU,57:36.5,00:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.695,0,25.2218,-2.4464,-7.7767,0
10/16/2019 6:59:24 PM,41,PAU,57:46.5,00:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.7364,0,25.3286,-2.4464,-7.7767,0
10/16/2019 6:59:34 PM,41,PAU,57:56.5,00:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.7662,0,25.3286,-2.4464,-7.7767,0
10/16/2019 6:59:44 PM,41,PAU,58:06.5,00:50.0,0,0,A123_2p5Ah_ageing_90k_case,2.789,0,25.3286,-2.4464,-7.7767,0
10/16/2019 6:59:54 PM,41,PAU,58:16.5,01:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.807,0,25.2218,-2.4464,-7.7767,0
10/16/2019 7:00:04 PM,41,PAU,58:26.5,01:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.8215,0,25.3286,-2.4464,-7.7767,0
10/16/2019 7:00:14 PM,41,PAU,58:36.5,01:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.8333,0,25.4355,-2.4464,-7.7767,0
10/16/2019 7:00:24 PM,41,PAU,58:46.5,01:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.8435,0,25.3286,-2.4464,-7.7767,0
10/16/2019 7:00:34 PM,41,PAU,58:56.5,01:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.8519,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:00:44 PM,41,PAU,59:06.5,01:50.0,0,0,A123_2p5Ah_ageing_90k_case,2.8593,0,25.2218,-2.4464,-7.7767,0
10/16/2019 7:00:54 PM,41,PAU,59:16.5,02:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.8656,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:04 PM,41,PAU,59:26.5,02:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.8713,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:14 PM,41,PAU,59:36.5,02:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.8762,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:24 PM,41,PAU,59:46.5,02:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.8807,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:34 PM,41,PAU,59:56.5,02:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.8848,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:44 PM,41,PAU,00:06.5,02:50.0,0,0,A123_2p5Ah_ageing_90k_case,2.8885,0,25.1149,-2.4464,-7.7767,0
10/16/2019 7:01:54 PM,41,PAU,00:16.5,03:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.8917,0,24.9011,-2.4464,-7.7767,0
10/16/2019 7:02:04 PM,41,PAU,00:26.5,03:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.8947,0,25.008,-2.4464,-7.7767,0
10/16/2019 7:02:14 PM,41,PAU,00:36.5,03:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.8976,0,24.9011,-2.4464,-7.7767,0
10/16/2019 7:02:24 PM,41,PAU,00:46.5,03:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.9001,0,24.7943,-2.4464,-7.7767,0
10/16/2019 7:02:34 PM,41,PAU,00:56.5,03:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.9027,0,24.7943,-2.4464,-7.7767,0
10/16/2019 7:02:44 PM,41,PAU,01:06.5,03:50.0,0,0,A123_2p5Ah_ageing_90k_case,2.9049,0,24.7943,-2.4464,-7.7767,0
10/16/2019 7:02:54 PM,41,PAU,01:16.5,04:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.9069,0,24.6874,-2.4464,-7.7767,0
10/16/2019 7:03:04 PM,41,PAU,01:26.5,04:10.0,0,0,A123_2p5Ah_ageing_90k_case,2.9089,0,24.7943,-2.4464,-7.7767,0
10/16/2019 7:03:14 PM,41,PAU,01:36.5,04:20.0,0,0,A123_2p5Ah_ageing_90k_case,2.9108,0,24.6874,-2.4464,-7.7767,0
10/16/2019 7:03:24 PM,41,PAU,01:46.5,04:30.0,0,0,A123_2p5Ah_ageing_90k_case,2.9125,0,24.5805,-2.4464,-7.7767,0
10/16/2019 7:03:34 PM,41,PAU,01:56.5,04:40.0,0,0,A123_2p5Ah_ageing_90k_case,2.9141,0,24.5805,-2.4464,-7.7767,0
10/16/2019 7:03:44 PM,41,PAU,02:06.5,04:50.0,0,0,A123_2p5Ah_ageing_90k_case,2.9157,0,24.6874,-2.4464,-7.7767,0
10/16/2019 7:03:54 PM,41,PAU,02:16.5,05:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.9172,0,24.5805,-2.4464,-7.7767,0
10/16/2019 7:03:54 PM,41,PAU,02:16.5,05:00.0,0,0,A123_2p5Ah_ageing_90k_case,2.9172,0,24.5805,-2.4464,-7.7767,0
